 ( 1) System Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,  Jan-2026  ,  Feb-2026  ,  Mar-2026  ,  Apr-2026  ,  May-2026  ,  Jun-2026  ,  Jul-2026  ,  Aug-2026  ,  Sep-2026  ,  Oct-2026  ,  Nov-2026  ,  Dec-2026  ,  Tot-2026  ,  Jan-2027  , Feb-2027 , Mar-2027 , Apr-2027 , May-2027 , Jun-2027 , Jul-2027 , Aug-2027 , Sep-2027 , Oct-2027 , Nov-2027 , Dec-2027 , Tot-2027 , Jan-2028 , Feb-2028 , Mar-2028 , Apr-2028 , May-2028 , Jun-2028 , Jul-2028 , Aug-2028 , Sep-2028 , Oct-2028 , Nov-2028 , Dec-2028 , Tot-2028 , Jan-2029 , Feb-2029 , Mar-2029 , Apr-2029 , May-2029 , Jun-2029 , Jul-2029 , Aug-2029 , Sep-2029 , Oct-2029 , Nov-2029 , Dec-2029 , Tot-2029 , Jan-2030 , Feb-2030 , Mar-2030 , Apr-2030 , May-2030 , Jun-2030 , Jul-2030 , Aug-2030 , Sep-2030 , Oct-2030 , Nov-2030 , Dec-2030 , Tot-2030 , Jan-2031 , Feb-2031 , Mar-2031 , Apr-2031 , May-2031 , Jun-2031 , Jul-2031 , Aug-2031 , Sep-2031 , Oct-2031 , Nov-2031 , Dec-2031 , Tot-2031 ,    Total 
  Yucca CT2 gas                  ,0,0,0,0,0,0,112738.6094,102631.6875,10928.0674,0,0,0,226298.3594,0,0,0,0,0,12726.0908,156045.0938,29622.1641,15735.3291,0,0,15.33,214144,0,0,0,0,0,57661.9414,254377.9375,148887.7031,28853.127,0,0,0,489780.6875,0,0,0,0,0,73333.5078,343134.2813,173183.0781,77495.3984,0,0,0,667146.25,0,0,0,0,0,135757.1563,397814.7188,253740.5156,164176.7969,0,0,0,951489.1875,0,0,0,0,0,192739.2656,537568.375,400826.625,252801.125,0,0,0,1383935.375,3932793.5
  Yucca CT3 gas                  ,537537.625,-19317.9883,-252691.5938,-603730.25,-865345.25,-286178.9688,82171.4453,169217.8438,175917.375,343825.8125,599001.375,816621.25,697028.6875,612722.8125,154013.9688,255602.6875,270868.9063,170173.8125,228621.4375,616013.8125,471949.7188,249155.2656,0,44284.1289,203903.4063,3277310.25,402694.8125,98484.9688,326202.4375,335912.125,285406.8438,385937.4063,795294.25,742764.25,391936.4375,89690.6484,150782.2031,202000.4375,4207107,146375.0156,82116.4844,264314.9688,151718.0469,145800.8906,473012.9688,944588.1875,851667.5,542693.0625,207039.6563,236070.7031,205304.5156,4250702,272671.4375,99898.1016,198629.6875,137961.8125,110154.9219,556654.3125,979843.9375,974946.5,693971.1875,166137.2969,649143.1875,740619.125,5580631.5,87057.0078,111308.7813,217372.4063,152742.6875,128781.8203,718276.3125,1299552.875,1338213,983647.0625,102411.6016,257604.2188,162310.6094,5559278,23572058
  Yucca CT4 oil                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Douglas CT                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  SRP T&C Firm Purch             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  SRP Contingent Purch           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  SRP Purch w Reserves           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Sundance 01                    ,92984.6563,61968.3242,48481.3164,83516.9531,41394.4063,55855.6836,69546.8125,73810.4063,102494.6172,69261.7813,445191.75,777744.1875,1922251,237294.9063,133093.0781,419240.3125,201907.0625,48538.4336,101961.2734,222369.2813,200622.2813,126383.4063,39905.2227,176321.7656,80693.7188,1988330.75,200849.0156,63307.6289,157143.375,57003.5,81490.5781,180600.6875,286732.0625,408662.4688,240915.1563,44891.7656,304726.7813,224386.6406,2250709.75,128027.7891,115814.1094,152857.8125,61962.8984,85656.2031,209442.375,287425.1875,357177.5625,240967.9531,76771.0391,272395.875,235690.8594,2224189.75,431639.4063,193777.2031,241540,128265.2734,49144.3867,103818.4297,294057.375,397727.9063,213506.6406,50205.4766,468698.1875,588079,3160459.25,414923,254439.7813,255064.6875,49625.9766,28351.2422,117442.5938,354452.5938,420823.0938,200479.0156,48631.1484,293622.875,267453.4688,2705309.5,14251249
  Sundance 02                    ,92497.9531,61629.0859,50441.3203,77542.9766,43491.7031,54964.4688,66488.1719,71219.2734,102910.2188,69234.7344,441648.3125,766325.125,1898393.375,248749.9063,133240.7031,423694,201029.1406,50040.2031,102511.3828,221810.2969,203589.2188,125975.9766,42901.1797,171844.4375,81240.9922,2006627.5,208955.6563,60586.9648,152270.4531,53942.7188,82031.4688,185314.3438,287083.8125,404752.5313,236272.0938,44525.4336,305481.1563,219653.5625,2240870.25,131868.2188,112830.3438,154657.1563,63464.3242,86094.0391,208957.4531,285109.8125,372543.75,237352.5156,73985.8594,275528.9688,231801.2656,2234193.75,436266.4688,194567.7969,250184.0781,132706.9531,48160.8281,106786.2578,301479.2188,396526.1563,207423.3125,50243.7266,488102.2813,600834.5,3213281.5,407294.5625,268195.5938,249246.7969,48186.5195,32354.3242,121679.2969,355484.25,425057.3125,212964.3594,50013.25,284699.7813,280548.9375,2735724.75,14329091
  Sundance 03                    ,91852.0234,61399.8398,138418.8438,143072.2188,41913.4375,50912.2383,59353.9688,73366.7109,96790.6875,160085.4844,195681.3125,786350.875,1899197.625,236778.9375,127261.3984,424215.5625,195558.125,50095.8945,102310.4297,221576.4219,195525.2031,127144.1563,80324.2813,36425.375,80730.7891,1877946.375,196560.0469,62131.7656,155268.5625,54952.0117,83585.5078,182973.7656,281808.6875,405273.5938,238724.4844,133463.875,126601.8594,221182.3594,2142526.5,126039.7969,116904.3906,151932.1094,64657.9609,87799.4688,214350.7656,282144.4063,359820.1875,239250.4531,212526.875,88322.4297,227721.9063,2171470.75,415783.1875,191732.7813,247593.6406,131143.5625,47980.6211,106155.7266,299091.3125,407849.1563,202443.4063,144789.5625,261215.1875,593653.625,3049431.5,407482.5313,255727.7969,246910.125,48147.5039,32260.8047,118657.4375,357102.5313,412858.3125,216089.8594,112458.1719,110617.5,275500.8125,2593813.25,13734391
  Sundance 04                    ,92091.1875,60182.3438,138804.2188,146748.2188,41842.0664,57364.3281,66652.8672,65930.4609,95429.5938,161854.7344,201299.5938,773479.8125,1901679.5,241452.1406,131145.3438,415785.1875,199709.3438,50336.375,104788.9766,223799.1875,202431.9063,128361.6094,79238.0234,40032.125,77504.3047,1894584.375,198773.0625,61263.1445,154029.2344,55906.0391,80365.8906,182507.4375,288395.875,409823.5313,237544.5,131865.4219,123079.9922,221844.4375,2145398.5,127822.4609,112832.1563,151218.8438,61769.4805,86738.1797,208573.7969,284097.75,360376.8438,235281.2813,209338.0625,93704.6875,244688.4219,2176442,423887.9688,188598.7656,248388.7813,131528.4375,47480.3516,100253.75,301565.6875,396865.9063,200121.5625,144488.1719,269203.375,582258.4375,3034641.5,420713.25,266916.4063,256464.4375,47244.2305,31578.1152,120560.7266,353833.4063,421112.8125,209879.8438,113463.1719,106358.5313,251523.4531,2599648.25,13752393
  Sundance 05                    ,59285.4531,61736.0391,136000.4688,144866.5938,42252.0117,55666.3984,65472.2109,70968.7031,98882.5703,164500.3438,445840.5313,785354.5625,2130825.75,95071.3438,130981.4375,418226.3125,199718.9531,47753.6445,104864.1719,222015.4531,199436.6406,128366.4688,78551.5938,175846.5938,77520.0078,1878352.75,107759.5,63255.8086,155202.4844,55007.0156,81331.3047,181017.5,283039.375,406687.4375,239253.7969,132633.4063,303109.0938,224394.8594,2232691.5,64695.2188,106912.7266,155189.1563,64121.1953,88551.5625,212632.4375,287452.375,360832.5625,236092.0625,214274.7969,263394.625,238583.9531,2292732.5,202392.2969,185399.9375,250031.5625,132713.3594,51992.5156,104457.0781,303200.5625,394917.5938,195954.0469,145519.125,478244.0313,590945.8125,3035767.75,183758.5625,262243.6875,245788.0781,48485.6602,29598.4492,118975.5234,359641.0938,414683.0938,211864,113392.25,288391.8438,267652.875,2544475,14114847
  Sundance 06                    ,55023.7266,60468.9453,135453.5469,141942.9688,40704.8906,47113.1992,66548.2422,66872.9609,93723.2266,162089.2344,451422.0313,789969.9375,2111333,87284.2578,130203.1797,419905.9063,197319.6563,50376.0859,104497.4063,222098.7813,199578.1875,129102.3906,78421.3125,166379.5469,78718.5547,1863885.25,104414.4688,63821.2891,155008.7188,53226.6797,83243.2031,184535.9219,287074.9688,403026.25,241139.7969,134588.1563,299669.4688,220105.4844,2229854.25,63289.6836,105665.2031,152485.5938,64028.8281,87360.3984,209481.5781,296334.25,357722.7188,249814.7344,215735.8594,267037.2188,240097.1563,2309053.25,202357.4063,184202.7031,250972.4063,135444.9375,49192.2969,102914.8125,294222.0625,399006.7188,204647.5938,146300.8594,477743.0938,593706.75,3040711.75,183653.2188,270524.75,245256.5156,45590.0039,33526.6094,121474.2734,348773.3125,425066.25,204835.0156,108914.1719,282731.75,265945.375,2536291.5,14091128
  Sundance 07                    ,93887.1172,18938.8418,139773.8125,140176.2969,39786.0234,50769.4609,64260.8594,66942.3828,94507.8203,162428.1719,441742.3125,776071.375,2089284.5,228471.2969,55106.6563,415736.0313,202377.9063,50187.7188,103929.5391,220867.8594,202912.1875,127052.4219,79446.5078,170043.625,79425.9609,1935557.75,195879.8125,25438.8457,155452.7969,54338.1836,81990.2813,181618.0938,283109.5938,411486.4688,241401.4375,131281.6719,306787.625,227152.2969,2295937,131183.8438,51334.6602,148589.8125,60932.6367,86621.3672,206402.6406,289030.7188,370791,245272.5156,215207.4844,263952.0938,237414.7813,2306733.5,404973.0313,79763.4531,246712.8438,131339.6875,49494.9453,104987.4609,299013.75,394144.9063,208199.6563,146247.9844,481932.5313,589052.1875,3135862.5,413766.375,137100.5469,242518.875,48951.1563,30615.6992,116653.3516,347867.5313,428311.2813,216948.3125,112956.1719,295710.5625,260668.5,2652068.5,14415446
  Sundance 08                    ,97500.8672,20597.3906,139346.7656,140960.5156,43767.1484,52437.0703,57346.3008,65398.3906,106381.9609,157529.1563,446337.125,769366.5,2096969.125,239631.6563,52896.0664,416017.9063,199550.875,49598.2813,105095.8594,220413.7813,201412.7344,128937.6406,77813.3906,173154.625,79769.0078,1944291.75,206263.3594,26018.127,154391.9219,57375.3086,83031.8359,182083.6563,283160.8438,409094.5938,243481.9844,134597.5469,309908.0938,220781.5156,2310189,123434.25,47283.7109,155908.7344,60987.4141,86265.8281,211339.6563,294877.8438,367637.7188,239135.375,217282.375,264484.125,229127.3594,2297764.5,425873.625,80421.375,247378.2031,132116.75,47505.1406,105756.0469,306085.4688,398459.4063,204176.7344,146029.6875,482782,583657.1875,3160241.75,416256.6875,143500.1719,252723.4063,48918.6406,31680.8867,119891.9297,366426.8438,415849.375,216061.0781,112858.7813,286595.0938,266898.5313,2677661.25,14487117
  Sundance 09                    ,94494.3438,59399.2539,106036.0234,140456.7031,41496.1719,55651.5352,61966.7344,69213.7813,91790.3125,160372.7344,446981.2813,792685.75,2120544.5,226006.7656,102370.6719,264277.4375,197290.0781,50064.3398,103149.5,225098.125,197082.5938,131018.1484,76563.5234,171904.2656,78809.4297,1823634.75,194526.7656,50541.7461,96506.8281,56000.2383,82896.8516,179644.7031,284285.0938,405848.8438,243010.0469,132499.0781,305807.3125,224772.4375,2256340,125442.6016,110542.9375,56078.2188,61517.3594,85543.2578,209182.5,289546.75,373785.8125,231700.375,217493.3438,267879.4688,237098.7813,2265811.5,424669.1563,183954.9375,138830.4063,134494.125,50987.4961,106388.5313,301172.8438,397346.8438,203363.1563,141804.7031,488577.4375,585313.375,3156903,409570.4375,224187.3594,124432.2266,50289.7383,30991.5195,112647.6406,348988.7188,439014.4063,206277.6406,106299.8438,292720.3438,261479.8594,2606899.5,14230133
  Sundance 10                    ,91897.0078,58999.6602,101725.5,141041.4219,40598.5313,53101.0508,63878.3203,74772.8281,99189.3906,163634.125,444793.75,786664.1875,2120295.75,233136.9375,104769.8125,269236.75,199094.1406,50231.1836,103487.1563,221970.0156,200438.8438,128139.1719,77973.3047,170484.2031,79449.7656,1838411.25,206510,48109.6602,94724.9297,53716.3203,80815.5313,181513,281525.75,409544.25,237962.0938,132211.3438,302400.625,221130.9844,2250164.5,127437.8438,120665.9375,58322.8555,60483.4219,83219.5,211244.625,286292.2188,364458.0938,238228.9531,215220.9063,268795.6563,231305.2031,2265675.25,429995.625,182565.9375,139822.8594,135502.0938,52098.2852,105728.5078,296500.5938,402637.875,202887.7969,152129.1563,479426.5938,587011.25,3166306.5,393939.75,218427.9219,120253.1484,49377.4648,28765.2871,116670.2266,341521.4063,426982.0938,216286.1875,107802.3438,291473.1875,262431.375,2573930.5,14214783
  Saguaro CT3                    ,0,173333.7813,-87373.4297,0,-150190.3438,-163100.3438,420262.6875,619246.0625,641827.5625,733239.75,1491776.5,442417.1563,4121439.5,1568126.25,1499497.125,1320934.25,790976,903513.8125,790006.8125,1305650.75,1142284.125,954091.9375,979065.5,544336.125,636400,12434884,1451995.375,1548339.25,1431835,791436,913585.125,1033472.313,1377311.5,1484446.25,1206131.25,1437574.875,1177923.625,228304.6563,14082355,1975180.125,1945810.375,1537407,1047405.125,1422713.625,1283812.5,1776141.75,1604483.25,1525616,1817591.375,1457836,1366329.25,18760326,2287265.25,1869911,1577996.625,1084944.5,1159051.75,1160552.75,1802053.625,1706915.25,1673160,1967443,1282975.125,843918.1875,18416188,514846.4063,1967773.75,1731449.5,1043357.5,1219524.125,1183017.5,1857807,1843981.125,1708401.625,1977153.75,1349526.875,1249711.75,17646552,85461744
  West Phoenix CC4               ,2147251,542562.125,22962.3477,0,-533086.8125,55505.1211,628618.75,824711.1875,851110.25,964186.625,1687640.125,2587432.75,9778893,2870226.5,2040161.5,758233.375,1081148.5,879544.0625,1041235.75,1698685,1715297.625,1572497.875,1539838.5,1653796,2780660.5,19631326,2870650.5,2501598.5,921014.625,1296701.75,1015003.125,1397400.375,1877394.5,2019302.875,1790092.625,1360613.75,2157467,3073845.5,22281086,3350779.75,2199302.5,598223.1875,868224.1875,18831.8672,348869.9688,2134030.25,2200554,1876385.25,818375.375,1827595.625,1997660.5,18238832,3140838.75,1936735.25,1040299.063,353013.625,140767.3594,681551.625,2109700.5,2164671.5,1895339.5,1544075.5,2436920.75,3011787.75,20455702,3201098.25,2476086.25,1294439,753254.375,142354.4375,578198.5,2211282,2276100,2015183.625,1408924.125,2480461,3019934.5,21857316,112243152
  West Phoenix CC5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  West Phoenix CC5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RedHawk CC1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RedHawk CC1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RedHawk CC2A                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  RedHawk CC2B                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  FUT CT A                       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107473.0078,225644.7656,238953.9531,121814.1016,59110.4063,153125.2969,84891.4219,991013,60068.1641,60100.8516,56442.5898,27631.623,46400.7031,135827.0938,234662.8594,236668.1563,149930.0313,119637.75,126085.25,119526.8125,1372981.75,212601,93636.1797,111759.6875,55653.9297,27630.4121,66237.3984,231973.9063,269312.0938,119349.9688,94123.25,393865.875,480810.8125,2156954.5,119309.2969,120662.9375,94537.8438,14623.5225,13975.6328,86819.5234,277005.3438,277569.5313,115485.7422,54883.6484,115140.9609,120220.1094,1410234.125,5931184
  FUT CT B                       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107141.2266,224318.7656,242132.5469,120488.4297,58008.9961,154710.0313,80246.5625,987046.5625,59786.1055,57545.9883,59135.1094,28340.1172,45290.7617,135930.0938,237855.2969,235661.2344,151375.5781,118791.1406,123372.1328,111953.2266,1365036.875,218106.0469,93173,117921.4766,56295.5508,26651.7422,66009.0078,236921.4531,268941.3125,120355.2734,93656.1328,390616.375,470075.25,2158722.5,118550.1875,127200.2188,98772.5078,14923.1484,13607.1396,88133.5234,278753.3125,275720.5313,118525.1875,54178.4609,111455.9688,123274.5,1423094.75,5933900
  FUT CT C                       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106683.6016,225175.5,236636.5625,122096.1016,58317.6484,155545.4375,81916.1328,986370.9375,63772.3633,60676.1641,61060.5195,25706.2578,45288.0703,137932.8906,236505.7344,236616.4844,154513.6406,121617.2813,131243.3125,121407.5703,1396340.375,225668.5625,98508.4063,112493.3281,54595.8945,27455.3477,64803.6953,241799.0781,261474.875,124893.1563,93895.8203,394000.6875,480375.125,2179964,115322.8906,120513.2031,102093.7422,12810.5273,13317.1504,89492.9922,276235.3125,280128.4688,118608.6484,55086.7344,116156.3281,126914.2188,1426680.375,5989354.5
  FUT CT D                       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107754.2031,226962.5469,237043.625,120408.7969,57658.5117,151219.9375,82049.7578,983097.375,59574.6641,60239.8711,58966.6953,27185.1094,46231.6641,135341.1875,240300.0469,238913.125,148365.6875,122898.25,126112.8203,116285.6016,1380414.75,221241.4219,94710.4297,113407.3516,52664.7344,26474.3574,68397.8828,230757.9844,263607.3438,118990.2422,96825.2188,385673.8438,474869.5938,2147620.5,126660.8672,126254.7969,93834.2734,13412.5215,13487.7803,87043.6484,275643.5938,272550.7813,120423.6328,53723.2656,112521.3125,121789.1016,1417345.625,5928478.5
  FUT CT E                       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108191.2188,225474.2813,238142.125,120503.4609,59987.9609,154153.0938,81460.0625,987912.1875,61623.8633,56827.3242,59637.7383,28367.8027,47067.6289,134404.0625,237501,241436.4375,145997.7188,122478.8984,131809.4219,115881.5938,1383033.375,229551.5469,92837.6172,115261.6719,51956.1914,26627.9219,67284.1016,234044.0781,275652.0313,119774.8672,95862.75,386802.875,489984.7188,2185640.25,122035.9766,124491.4531,96238.8125,13134.2158,13336.9766,90035.4375,275044.1875,273068.6875,124150.4531,53940.5742,108859.9922,114914.2266,1409251.125,5965836
  FUT CT F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  FUT CT G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Cholla ST1 Gas Conv            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481609.375,73295.4531,643190.0625,787427.75,706353.75,840626.5625,1726004,1751481.75,1332403.25,766426.625,1726577.5,1354341.875,12189738,12189738
  Cholla ST3 Gas Conv            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257653.75,1155436.5,2319608.75,1168393.5,516161.3125,1250274.75,3677090.5,3630108.25,2346036.75,1757712.75,3321579.25,3641321.5,28041378,28041378
  DesertSun CC1                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  DesertSun CC2                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Ocotillo CT3                   ,952358.5,1055468.125,462862.25,-762865.6875,-710350.75,156028.2969,916386.625,1094218,1051031,588376.6875,1424980.125,1602107.625,7830600.5,2233486,2842577.5,736786.75,613021.625,251931.7969,586083.5,462062.625,640564.125,703995.25,361208.875,2006523,2347731.25,13785972,1404985.875,1938445.5,1276253.625,712118.3125,585380.0625,542922.8125,524054.6875,691384.1875,515119,350125.4375,1060932.875,1776264,11377986,1659316.75,2065758.375,870519.125,1219735,762557.0625,523097.375,914869.5,1395679.875,1073577.375,626816.875,1523516.625,1661029.125,14296473,1105105.625,1738673.5,1915124.75,1337993.875,1229205.625,1067788.125,759745.4375,997419.625,894559.6875,1103639.75,2687395.75,3213790,18050444,2467584.5,2631072.5,2148365.5,1035520,1212670.5,1090746.25,841496.3125,1217253.5,965623.75,1140350.75,2429418.5,2284728,19464830,84806296
  Ocotillo CT4                   ,445151.3125,386411.5625,328506.4688,-787381.125,-557678.125,92011.8203,865230.1875,1023239.5,972209.75,915095.1875,1158678.625,1438973,6280448.5,2552845.5,1009098.5,446100.625,358280.2813,87628.1719,251820.0781,364675.125,484960.75,470762.375,232913.8594,1356227.625,1298616.125,8913929,1017455.438,534447.375,632059.375,407970.25,291883.2188,368021.25,418272,513638.25,346984.4063,132459.2344,615061.3125,817240.1875,6095492,1023993.938,496211.3125,333440.7813,443483.2813,107209.3906,154244.4219,754265.4375,1000174.938,651550.5,205136.4063,895542.9375,700203.0625,6765456.5,1128815.625,328884.2188,920627.75,390755.0313,202191.6875,277531.8125,564862.9375,784985.0625,550758.375,527336.625,1829538.875,2357890,9864178,2479802.25,712449.1875,1181937.625,233333.4063,169304.3125,367055.7188,743534.9375,1007710.938,653053.4375,420880.75,1580671.625,1413364.625,10963100,48882600
  Ocotillo CT5                   ,433984.5313,434247.25,329901.125,-785544.375,-552073.75,87328.5,863370.1875,1028073.125,975324.375,918536.5625,1142560.75,1461025.5,6336733.5,2584593,1052376.125,454321.7188,349676.375,87260.0703,250122.9063,386430.625,503576.75,458662.8438,269969.8438,1304087,1290999.25,8992076,1099305.75,498630.5625,653143,402181.5625,294989.25,380996.0938,442556.0313,582321.875,367096.9688,139110.7813,648041.1875,823594.3125,6331967.5,1253595.875,504567.625,321009.1875,457589.9688,105633.5703,153007.8594,739004,978413.1875,655410.6875,234147.0625,884304.75,709583.1875,6996266,1109220.875,616486.625,932358.5,404555.625,199686.1563,273527.0313,560978.375,790162.875,550563.375,577513.375,1809021.5,2353897.5,10177972,2472636,987140,1160819.875,231774.6875,172414.2188,364554.8438,709114.5625,1065184.25,666877.125,405985.4063,1606124.5,1451580.5,11294206,50129220
  Ocotillo CT6                   ,0,0,0,0,0,76099.7422,879207.0625,1014435.5,983147.1875,965606.3125,1136188.375,1460163,6514847,2624336.25,1241750.875,403740.1563,359367.3125,95848.5469,249642.8438,388943.625,497737.2813,457573.4063,256302.1875,1350956,1302969,9229168,1111955.625,484240.1563,656261.5,423619.4063,302918.9688,369570.4063,441388.5938,552110.8125,358058.2813,148007.5156,565075.1875,809188.1875,6222394.5,1258827.125,614524.5625,329810.25,440920.5625,110793.8125,150631.6406,740957.0625,1029273.625,664985.125,234540.2031,813326.5625,734437.6875,7123027.5,1137396.625,710152.625,792191.8125,388137.1563,200906.6563,270467.5,567871.9375,794633.75,528874.375,592666.9375,1772495.875,2354305.5,10110101,2509121,1027179.125,957795.8125,234548.9063,167506.4531,370005.3125,691260.875,1042682.625,651346.25,408680.4375,1570766.875,1437964.625,11068859,50268400
  Ocotillo CT7                   ,420982.8438,653933.5625,333238,-788779.1875,-228030.7031,84086.2266,868982.25,1023846.875,969723.125,1169388.375,859274.8125,690999.375,6057646,2600450.5,1599692,323997.8125,324627.4375,91711.2188,245619.5156,375351.8438,485635.8438,460579.8125,304823.8125,1035895.625,1287201.25,9135587,1126200.375,735606.75,404446.1875,412479.4688,303853.375,346463.5313,425418.625,546913.5,359799.25,148139.7031,484233.125,820944.75,6114498,1264628.75,771343.125,241977.375,442302.4063,105754.0938,152427.9063,737491.25,977498.8125,664704.5,266472.2188,578180.6875,719503.75,6922285,1135345.625,738744.5,526561.25,400940.9063,207807.8438,277843.3125,563949.1875,768197.625,555021.75,679973.625,1433410.375,2357006,9644802,2469895,1280473.25,653052.8125,237206.3125,163949.7188,373705.75,705632.75,1018292,663911.25,527753.1875,1217930.125,1444257.5,10756060,48630880
